Site,Level,Area,LOT,,ID,RawMaterial,ChertType,QuartzQuality,Class,CorePreparProd,RetouchedPieceBlank,PieceCompleteness,Cortex,CortexLocation,CortexType,PlatformType,PlatformCortex,Lipping,BlankShape,CrossSection,BlankTip,Profile,ScarCount,ScarPattern,Thickness,MaxWidth,ProxWidth,MedWidth,DistWidth,Length,PlatformThickness,PlatformWidth,ExteriorPlatformAngle,Weight,CoreType,CoreCrossSection,NumberCoreFaces,CorePlatform,CoreDistalTreatment,CoreLeftTreatment,CoreRightTreatment,CoreBackTreatment,MainFaceCortex,MainFaceScarCount,MainFaceScarDirection,MainFaceArisOrientation,MainFaceScarLength,MainFaceScarMaxWidth,MainFaceScarProxWidth,MainFaceScarMedWidth,MainFaceScarDistWidth,MainFacePlatformAngle,MainFaceCoreUse,DistalFaceCortex,DistalFaceScarCount,DistalFaceScarDirection,DistalFaceArisOrientation,DistalFaceCoreUse,LeftFaceCortex,LeftFaceScarCount,LeftFaceScarDirection,LeftFaceArisOrientation,LeftFaceCoreUse,RightFaceCortex,RightFaceScarCount,RightFaceScarDirection,RightFaceArisOrientation,RightFaceCoreUse,BackFaceCortex,BackFaceScarCount,BackFaceScarDirection,BackFaceArisOrientation,BackFaceCoreUse,CoreAbandon,Alteration,Fire,EdgeDamage,RetouchedPieceTypology,ChipQuantity,OtherNotes
LP,U,,,WW11,334,Quartz,,Fine,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,WW11,416,Quartz,,Fine,BlankFrag,,,Distal,0%,,,,No,No,,Triangular,Feather,,3,,2.78,7.27,0,0,0,0,0,0,0,0.5,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,G12,7,Quartz,,Fine,Blank,,,,0%,,,Plain,No,No,Divergent,Triangular,Step,Straight,2,Unidirectional,6.82,20.99,15.3,17.6,21.31,18.76,7.15,14.95,89.3,3.7,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,YY12,1773,Chert,,,Blank,,,,0%,,,Plain,No,No,Parallel,Lenticular,Feather,Straight,3,Unidirectional,1.1,5.83,5.29,5.2,2.82,16.02,1.33,5.73,71,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,B7,911,Quartz,,Fine,Blank,,,,0%,,,Crushed,No,No,Parallel,Lenticular,Feather,Straight,1,Unidirectional,3.34,8.63,4.44,7.76,5.89,19.98,1.88,4.36,94.3,0.5,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,B7,911,Chert,,,Blank,,,,0%,,,Plain,No,No,Parallel,Triangular,Feather,Curved,2,Unidirectional,1.77,6.55,4.38,6.47,2.2,22.51,1.49,3.1,113.2,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U1,,,F6,,Quartz,,Fine,BlankFrag,,,Distal,0%,,,,No,No,,Other,Feather,,2,,2.66,13.64,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U1,,,F7,U2,Quartz,,Fine,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,F6,U2,Quartz,,Fine,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,F8,U1,Quartz,,Fine,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,F7,U2,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,9,
LP,U,,,F7,U2,Quartz,,RockCrystal,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,YY12,1147,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,B7,1245,Chert,,,Blank,,,,0%,,,Plain,No,No,Parallel,Triangular,Feather,Straight,2,Unidirectional,0.6,3.22,3.06,3.25,2.09,6.82,0.92,2.94,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,A5,173,Quartz,,Fine,Blank,,,,0%,,,Crushed,No,No,Parallel,Triangular,Step,Straight,2,Unidirectional,2.43,6.86,4.86,6.88,4.39,13.9,1.61,4.78,92.6,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,A6,479,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,A6,479,Quartz,,Fine,Blank,,,,0%,,,Plain,No,No,Parallel,Triangular,Step,Twisted,3,Unidirectional,1.21,3.96,3.05,3.72,2.43,7.09,0.95,2.42,111.8,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,B5,904,Chert,,,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,2,
LP,U,,,B5,904,Quartz,,Fine,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,2,
LP,U,,,A7,438,Quartz,,RockCrystal,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,XX11,1567,Chert,,,Blank,,,,0%,,,Plain,No,No,Convergent,Lenticular,Feather,Curved,4,Unidirectional,1.34,8.38,5.49,7.96,2.86,17.18,0.84,1.7,116.8,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,ZZ5,48,Chert,,,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,B6,1235,Quartz,,Fine,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,B6,1078,Chert,,,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,B6,1116,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,B7,854,Chert,,,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,B6,1218,Chert,,,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,B6,1218,Quartz,,RockCrystal,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,B6,1218,Quartz,,Fine,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,2,
LP,U,,,A7,447,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,B6,1145,Chert,,,BlankFrag,,,Proximal,0%,,,Plain,No,No,,Triangular,,,2,,1.24,7.25,0,0,0,0,1.51,2.85,87.6,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,A6,335,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,A5,169,Quartz,,RockCrystal,BlankFrag,,,Proximal,0%,,,Plain,No,No,,Triangular,,,2,,2.47,7.14,0,0,0,0,3.4,6.5,112.6,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,B5,876,Quartz,,Fine,BlankFrag,,,Proximal,0%,,,Crushed,No,No,,Lenticular,,,2,,1.83,7.47,0,0,0,0,1.81,4.53,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,B7,854,Quartz,,RockCrystal,BlankFrag,,,Distal,0%,,,,No,No,,Triangular,Feather,,3,,2.02,8.69,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,B7,911,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,B7,911,Quartz,,RockCrystal,Blank,,,,0%,,,Crushed,No,No,Parallel,Triangular,Step,Straight,2,Unidirectional,1.86,7.27,2.62,7.12,2.53,11.72,1.71,4.37,98.7,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,Yes,,0,
LP,U,,,A5,169,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,B5,897,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,A7,482,Quartz,,Fine,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,2,
LP,U,,,A6,479,Quartz,,Fine,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,ZZ8,554,Other,,,Shatter,,,,61-99%,,Indeterminate,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,0,
LP,U,,,ZZ8,554,Quartz,,Fine,Blank,,,,0%,,,Plain,No,No,Parallel,Triangular,Feather,Curved,2,Unidirectional,1.56,3.87,3.32,3.9,3.32,9.94,1.13,3.8,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,ZZ8,554,Quartz,,Fine,BlankFrag,,,Distal,0%,,,,No,No,,Lenticular,Feather,,2,,1.55,7.44,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,A6,492,Other,,,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,A6,463,Quartz,,Fine,BlankFrag,,,Distal,0%,,,,No,No,,Triangular,Hinge,,2,,4.43,11.28,0,0,0,0,0,0,0,0.5,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,A5,206,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,A6,335,Other,,,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,A6,335,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,A5,159,Quartz,,RockCrystal,BlankFrag,,,Distal,0%,,,,No,No,,Irregular,Feather,,3,,1.65,8.43,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,A5,159,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,A5,180,Quartz,,Fine,Shatter,,,,0%,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,1.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Concretion,,,,0,
LP,U,,,A5,204,Chert,,,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,A5,204,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,A5,204,Quartz,,Medium,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,A5,204,Quartz,,RockCrystal,BlankFrag,,,Proximal,0%,,,Plain,No,No,,Other,,,0,,2.52,10.94,0,0,0,0,2.68,8.8,95.7,0.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,B10,133,Quartz,,RockCrystal,Blank,,,,0%,,,Plain,No,No,Irregular,Irregular,Hinge,Curved,1,Unidirectional,6.01,14.11,11.45,14.29,2.11,10.68,5.31,10.8,98.9,1.2,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,C5,1136,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,U,,,C5,827,Quartz,,Fine,Shatter,,,,0%,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,0,
LP,U,,,D5,565,Chert,,,Blank,,,,0%,,,Plain,No,No,Parallel,Triangular,Feather,Straight,2,Unidirectional,0.83,3.34,3.52,3.35,2.47,12.63,0.84,3.09,96.7,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,U,,,C7,966,Chert,,,Blank,,,,0%,,,Dihedral,No,No,Divergent,Trapezoidal,Pointed,Straight,4,Unidirectional,3.48,14.55,7.36,12.72,2.41,24.68,2.53,7.21,95.1,1.5,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Fire,Burned,Yes,,0,
LP,T7,,,B7,1213,Quartz,,RockCrystal,Blank,,,,0%,,,Plain,No,No,Parallel,Triangular,Feather,Straight,2,Unidirectional,1.35,3.77,3.37,3.81,3.05,11.73,1.07,3.56,100.6,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T,,,YY12,1209,Quartz,,RockCrystal,Chip,,,,0%,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T,,,ZZ8,466,Chert,RM7,,Blank,,,,0%,,,Plain,No,No,Parallel,Triangular,Feather,Curved,2,Unidirectional,1.77,7.26,5.96,7.25,5.24,15.27,1.78,6.08,88.3,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T,,,B6,1068,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,3,
LP,T,,,B6,1068,Quartz,,RockCrystal,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,3,
LP,T,,,B6,1068,Quartz,,RockCrystal,Blank,,,,0%,,,Crushed,No,No,Parallel,Triangular,Feather,Straight,2,Unidirectional,2.02,5.93,5.15,5.98,5.77,13.7,1.4,4.63,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T,,,B6,1068,Quartz,,RockCrystal,Blank,,,,0%,,,Plain,No,No,Convergent,Triangular,Hinge,Curved,2,Unidirectional,2.34,6.35,6.34,6.36,2.72,10.66,1.7,6.2,94.3,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,,,,,,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,,,,,,Quartz,,RockCrystal,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,2,
LP,,,,,,Quartz,,RockCrystal,BlankFrag,,,Proximal,0%,,,Crushed,No,No,,Triangular,,,2,,4.16,8.79,0,0,0,0,2.06,8.34,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T,,,A7,340,Quartz,,RockCrystal,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,2,
LP,T,,,A7,340,Chert,,,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T,,,A7,340,Quartz,,RockCrystal,Blank,,,,0%,,,Plain,No,No,Convergent,Triangular,Feather,Curved,2,Unidirectional,1.96,9.37,5.78,9.21,4.78,14.81,2.09,6.47,83.4,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T,,,XX12,388,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T,,,A8,814,Quartz,,RockCrystal,Shatter,,,,0%,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,0,
LP,T,,,YY12,1153,Chert,,,Blank,,,Distal,0%,,,Plain,No,No,Convergent,Triangular,Pointed,Straight,2,Unidirectional,0.81,5.65,5.39,4.4,1.37,17.51,1.09,5.64,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T,,,B6,1068,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,2,
LP,T,,,B6,1068,Quartz,,RockCrystal,Blank,,,,0%,,,Plain,No,No,Parallel,Triangular,Step,Straight,2,Unidirectional,1.98,6.02,5.2,6.03,6.42,10.36,1.56,5.37,90.7,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T,,,B6,1068,Quartz,,RockCrystal,Blank,,,,0%,,,Linear,No,No,Convergent,Lenticular,Feather,Straight,2,Unidirectional,1.09,5.53,4.05,5.44,3.07,10.89,0.68,4.03,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T,,,B6,1068,Quartz,,Fine,Blank,,,,0%,,,Crushed,No,No,Parallel,Triangular,Feather,Straight,2,Unidirectional,1.69,11.3,7.46,9.7,11.37,14.97,2.11,6.58,93.9,0.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T,,,B6,1068,Quartz,,Fine,BlankFrag,,,Proximal,0%,,,Plain,No,No,,Triangular,,,2,,2.52,10.15,0,0,0,0,2.74,7.42,76.9,0.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T6,,,B7,684,Quartz,,RockCrystal,Blank,,,,0%,,,Plain,No,No,Parallel,Triangular,Hinge,Straight,3,Unidirectional,2.55,10.1,8.01,9.75,9.22,23.02,2.48,7.53,88.6,0.7,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,Yes,,0,
LP,T6,,,A7,304,Quartz,,Fine,BlankFrag,,,Distal,0%,,,,No,No,,Lenticular,Feather,,0,,1.81,5.76,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T6,,,A7,304,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T6,,,B6,1055,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,6,
LP,T6,,,A6,242,Chert,,,BlankFrag,,,Proximal,0%,,,Plain,No,No,,Triangular,,,3,,1.3,6.11,0,0,0,0,0.98,3.25,91.9,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T6,,,A6,242,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T6,,,B6,1055,Chert,,,Blank,,,,0%,,,Crushed,No,No,Parallel,Trapezoidal,Feather,Straight,3,Unidirectional,1.25,5.02,4.42,4.66,2.35,20.23,1.84,4.46,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T6,,,B6,1055,Quartz,,Fine,BlankFrag,,,Proximal,0%,,,Crushed,No,No,,Triangular,,,2,,2.38,9.64,0,0,0,0,2.5,4.51,86.1,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T6,,,B6,1055,Quartz,,RockCrystal,BlankFrag,,,Proximal,0%,,,Plain,No,No,,Triangular,,,2,,1.9,5.09,0,0,0,0,1.58,4.73,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
