Site,Level,Area,LOT,,ID,RawMaterial,ChertType,QuartzQuality,Class,CorePreparProd,RetouchedPieceBlank,PieceCompleteness,Cortex,CortexLocation,CortexType,PlatformType,PlatformCortex,Lipping,BlankShape,CrossSection,BlankTip,Profile,ScarCount,ScarPattern,Thickness,MaxWidth,ProxWidth,MedWidth,DistWidth,Length,PlatformThickness,PlatformWidth,ExteriorPlatformAngle,Weight,CoreType,CoreCrossSection,NumberCoreFaces,CorePlatform,CoreDistalTreatment,CoreLeftTreatment,CoreRightTreatment,CoreBackTreatment,MainFaceCortex,MainFaceScarCount,MainFaceScarDirection,MainFaceArisOrientation,MainFaceScarLength,MainFaceScarMaxWidth,MainFaceScarProxWidth,MainFaceScarMedWidth,MainFaceScarDistWidth,MainFacePlatformAngle,MainFaceCoreUse,DistalFaceCortex,DistalFaceScarCount,DistalFaceScarDirection,DistalFaceArisOrientation,DistalFaceCoreUse,LeftFaceCortex,LeftFaceScarCount,LeftFaceScarDirection,LeftFaceArisOrientation,LeftFaceCoreUse,RightFaceCortex,RightFaceScarCount,RightFaceScarDirection,RightFaceArisOrientation,RightFaceCoreUse,BackFaceCortex,BackFaceScarCount,BackFaceScarDirection,BackFaceArisOrientation,BackFaceCoreUse,CoreAbandon,Alteration,Fire,EdgeDamage,RetouchedPieceTypology,ChipQuantity,OtherNotes
LP,T6,,,B6,1055,Quartz,,Fine,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T6,,,A6,266,Quartz,,RockCrystal,BlankFrag,,,Proximal,0%,,,Crushed,No,No,,Triangular,,,2,,1.6,6.25,0,0,0,0,1.83,1.77,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T6,,,B8,542,Quartz,,Fine,Blank,,,,0%,,,Crushed,No,No,Convergent,Triangular,Feather,Straight,2,Unidirectional,2.36,8.5,8.37,7.55,4.9,19.01,2.14,6.87,0,0.5,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T6,,,A6,242,Quartz,,RockCrystal,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,3,
LP,T6,,,A6,242,Quartz,,RockCrystal,BlankFrag,,,Distal,0%,,,,No,No,,Triangular,Feather,,2,,1.16,5.11,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T6,,,A6,242,Quartz,,RockCrystal,BlankFrag,,,Distal,0%,,,,No,No,,Triangular,Pointed,,2,,2.85,7.29,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T6,,,A6,242,Quartz,,RockCrystal,Blank,,,,0%,,,Plain,No,No,Parallel,Lenticular,Step,Straight,2,Unidirectional,1.32,3.33,3.34,3.33,3.34,7.73,1.15,3.02,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T6,,,A7,310,Quartz,,RockCrystal,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,0,
LP,T6,,,B6,1055,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T6,,,B6,1055,Quartz,,Fine,Blank,,,,0%,,,Crushed,No,No,Parallel,Triangular,Feather,Curved,2,Unidirectional,1.69,4.68,4.69,4.54,3.59,9,2.14,4.07,102.2,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T6,,,A6,241,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T6,,,A6,242,Quartz,,RockCrystal,BlankFrag,,,Other,0%,,,,No,No,,Triangular,,,2,,1.71,6.62,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T6,,,A6,239,Quartz,,Fine,BlankFrag,,,Proximal,0%,,,Plain,No,No,,Lenticular,,,0,,2.61,9.54,0,0,0,0,1.45,3.77,90.3,0.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T6,,,A7,304,Chert,,,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T6,,,A7,304,Quartz,,RockCrystal,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T6,,,A7,304,Quartz,,RockCrystal,Blank,,,,0%,,,Crushed,No,No,Convergent,Triangular,Feather,Curved,2,Unidirectional,1.95,5.92,5.92,5.26,3.68,11.72,1.57,5.69,68.7,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T6,,,B6,1055,Quartz,,Fine,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,3,
LP,T6,,,A6,242,Quartz,,Fine,BlankFrag,,,Distal,0%,,,,No,No,,Triangular,Pointed,,2,,2.88,7.59,0,0,0,0,0,0,0,0.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T6,,,A6,240,Chert,RM7,,RetouchedPiece,,Blank,,0%,,,Plain,No,No,Convergent,Triangular,Step,Irregular,4,Unidirectional,7.16,18.09,14.21,17.53,7.92,32.34,3.26,7.1,143.7,2.6,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,Yes,Notch,0,
LP,T6,,,A8,776,Quartz,,RockCrystal,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,2,
LP,T6,,,A8,776,Quartz,,RockCrystal,Blank,,,,0%,,,Plain,No,No,Circular,Lenticular,Feather,Straight,1,Unidirectional,3.41,17.2,17.2,15.61,9.54,14.8,3.73,15.24,83.9,1.1,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Concretion,,No,,0,
LP,T3,,,A5,81,Chert,RM3,,Blank,,,,0%,,,Plain,No,No,Parallel,Triangular,Step,Straight,2,Unidirectional,1.92,8.79,6.67,8.88,8.09,15.17,2.63,6.08,78.7,0.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T3,,,ZZ11,697,Quartz,,RockCrystal,Shatter,,,,0%,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,3.8,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,0,
LP,T3,,,ZZ11,603,Chert,RM6,,Blank,,,,0%,,,Plain,No,No,Convergent,Irregular,Hinge,Irregular,2,Unidirectional,3.77,13.69,6.31,11.16,7.45,21.55,2.76,5.99,85.4,1.2,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T3,,,ZZ10,588,Chert,RM6,,Blank,,,,0%,,,Plain,No,No,Parallel,Triangular,Step,Straight,2,Unidirectional,2.94,7.91,6.82,7.5,8.03,15.85,2.56,6.16,67.8,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T3,,,ZZ11,604,Chert,RM6,,Blank,,,,0%,,,Crushed,No,No,Irregular,Lenticular,Feather,Curved,4,Unidirectional,2.71,13.76,12.37,13.3,7.82,18.08,2.7,11.46,0,0.6,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Fire,Burned,No,,0,
LP,T3,,,ZZ11,666,Chert,RM6,,Core,,,,0%,,,,No,No,,,,,0,,14.84,18.03,17.07,14.66,10.43,17.93,15.83,15.05,68.8,4.9,SinglePyramidal,Triangular,Four,Plain,Crest,FlakingSurface,FlakingSurface,FlakingSurface,0%,1,,,12.34,11.52,5.99,10.73,2.48,81.3,Flakes,,0,,,,0%,1,,,Flakes,0%,1,,,Flakes,0%,4,Unidirectional,Parallel,Bladelets,AngleLoss,Fire,Burned,,,0,
LP,T3,,,A5,81,Quartz,,Fine,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T3,,,B5,813,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T3,,,A8,550,Chert,RM7,,Blank,,,,0%,,,Plain,No,No,Parallel,Triangular,Step,Straight,3,Unidirectional,2.87,9.37,7.37,9.55,8.78,16.08,3.47,8.7,77.4,0.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T3,,,B6,294,Chert,,,Blank,,,,0%,,,Plain,No,No,Parallel,Lenticular,Feather,Straight,3,Unidirectional,1.03,3.58,2.2,4.24,3.31,15.46,0.86,2.44,105.1,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T3,,,B6,294,Quartz,,RockCrystal,Blank,,,,0%,,,Crushed,No,No,Divergent,Lenticular,Hinge,Curved,3,Unidirectional,2.39,9.65,5.4,8.11,6.06,21.76,1.89,6.75,86.1,0.6,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T3,,,ZZ11,595,Chert,RM6,,Blank,,,,0%,,,Plain,No,No,Parallel,Triangular,Hinge,Curved,2,Unidirectional,4.61,15.21,15.17,15.26,13.13,13.96,4.27,15.21,63.9,1.1,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T3,,,B7,464,Chert,RM2,,Blank,,,,0%,,,Plain,No,No,Parallel,Triangular,Feather,Straight,2,Unidirectional,3.24,9.8,9.7,9.79,2.33,19.35,3.26,10.37,94.5,0.9,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T3,,,YY11,445,Chert,,,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Fire,Burned,,,1,
LP,T3,,,ZZ11,669,Chert,,,Blank,,,,0%,,,Plain,No,No,Convergent,Triangular,Hinge,Curved,2,Unidirectional,3.91,7.23,4.01,7.09,3.15,13.33,2.57,2.77,97.4,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Fire,Burned,No,,0,
LP,T3,,,ZZ11,646,Chert,RM6,,Blank,,,,0%,,,Crushed,No,No,Parallel,Triangular,Feather,Curved,2,Unidirectional,3.41,12.78,7.78,10.76,10.15,20.46,1.57,7.68,0,1,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T3,,,ZZ9,392,Other,,,Blank,,,,61-99%,RightLateral,Cobble,Plain,No,No,Convergent,Triangular,Hinge,Curved,1,Unidirectional,11.29,27.24,27.24,25.21,13.76,29.96,12.21,26.27,88.9,10.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T3,,,ZZ8,322,Quartz,,RockCrystal,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T3,,,A8,558,Quartz,,Fine,Blank,,,,31-60%,RightLateral,Cobble,Crushed,YesPartial,No,Irregular,Triangular,Hinge,Straight,1,Unidirectional,3.97,8.43,4.88,7.89,4.97,14.11,3.22,4.87,106.8,0.6,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T2,,,ZZ8,100,Chert,,,Blank,,,,1-30%,Proximal,Indeterminate,Crushed,YesComplete,No,Parallel,Triangular,Feather,Twisted,2,Unidirectional,3.98,10.56,4.81,10.23,6.92,28.08,1.8,5.26,0,1.6,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T2,,,ZZ11,560,Chert,RM6,,Blank,,,,0%,,,Plain,No,No,Circular,Triangular,Feather,Straight,2,Unidirectional,3.36,12.72,8.34,12.76,6.71,14.69,4.19,8.5,53,0.7,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Fire,Burned,No,,0,
LP,T2,,,A6,124,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T2,,,A7,128,Other,,,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T2,,,ZZ10,430,Quartz,,RockCrystal,Blank,,,,0%,,,Crushed,No,No,Irregular,Irregular,Step,Straight,4,Other,9.08,19.91,15.04,19.29,14.69,21.12,2.19,7.75,109.6,4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T2,,,F8,,Quartz,,Fine,Blank,,,,61-99%,Distal,Cobble,Plain,No,No,Convergent,Lenticular,Hinge,Straight,1,Unidirectional,7.61,16.56,16.57,13.62,7.15,15.18,8.32,16.32,100.6,2.3,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T2,,,ZZ11,549,Other,,,Shatter,,,,0%,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0.9,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,0,
LP,T2,,,C6,693,Quartz,,Fine,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T2,,,C6,693,Quartz,,Medium,Blank,,,,0%,,,Plain,No,No,Déjeté,Irregular,Feather,Irregular,2,Unidirectional,5.4,13.01,12.59,12.38,4.83,17.22,7.23,12.32,109.4,0.9,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,Yes,,0,
LP,T2,,,A9,307,Chert,,,RetouchedPiece,,Blank,,0%,,,Plain,No,No,Parallel,Triangular,Hinge,Curved,2,Unidirectional,6.97,20.11,16.03,20.08,15.44,24.09,4.25,9.29,76.4,4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,Retouched flake,0,
LP,T2,,,YY11,429,Other,,,Shatter,,,,0%,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,0,
LP,T2,,,ZZ10,566,Chert,RM2,,Blank,,,,0%,,,Dihedral,No,No,Other,Lenticular,Feather,Curved,1,Unidirectional,4.24,16.43,16.43,16.34,11.7,11.84,4.23,12.83,108.5,1,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T2,,,ZZ10,500,Chert,,,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T4,,,YY10,759,Chert,,,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T4,,,ZZ10,616,Chert,,,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T4,,,B7,506,Quartz,,Fine,BlankFrag,,,Distal,0%,,,,No,No,,Lenticular,Feather,,2,,1.99,9.45,0,0,0,0,0,0,0,0.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T4,,,B6,320,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T4,,,B6,320,Quartz,,Fine,Blank,,,,0%,,,Plain,No,No,Parallel,Triangular,Feather,Curved,2,Unidirectional,1.38,5.44,3.5,4.61,4.38,13.22,1.17,3.05,104.4,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T4,,,C6,768,Quartz,,Fine,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,2,
LP,T4,,,C6,768,Quartz,,RockCrystal,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T4,,,C6,768,Quartz,,RockCrystal,Blank,,,,0%,,,Plain,No,Yes,Irregular,Triangular,Pointed,Straight,2,Unidirectional,3.01,7.87,5.41,7.82,2.58,14.09,3.22,5.91,67.8,0.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T4,,,A5,135,Quartz,,Medium,Shatter,,,,31-60%,,Cobble,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,3.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Concretion,,,,0,
LP,T4,,,B5,788,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T4,,,A5,135,Quartz,,Fine,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,3,
LP,T4,,,A5,135,Quartz,,Fine,BlankFrag,,,Proximal,0%,,,Plain,No,No,,Lenticular,,,0,,1.27,5.38,0,0,0,0,1.55,3.8,97.3,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T4,,,A5,13,Quartz,,Fine,Chip,,,,,,,,No,Yes,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,1,
LP,T4,,,A5,13,Chert,,,Blank,,,,0%,,,Plain,No,No,Divergent,Triangular,Feather,Curved,4,Unidirectional,1.55,5.82,11.45,4.34,5.82,11.07,1,2.39,90.6,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T4,,,B6,817,Quartz,,RockCrystal,BlankFrag,,,Proximal,0%,,,Crushed,No,No,,Lenticular,,,2,,1.82,8.9,0,0,0,0,1.23,6.9,123.5,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T4,,,C6,768,Quartz,,RockCrystal,BlankFrag,,,Distal,0%,,,,No,No,,Triangular,Feather,,2,,2.92,6.61,0,0,0,0,0,0,0,0.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T4,,,C6,768,Quartz,,RockCrystal,BlankFrag,,,Distal,0%,,,,No,No,,Irregular,Feather,,2,,2.31,7.07,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,Yes,,0,
LP,T4,,,B6,1016,Quartz,,Fine,Blank,,,,0%,,,Plain,No,No,Parallel,Lenticular,Feather,Straight,3,Unidirectional,1.78,7.26,6.32,7.29,5.38,15.09,2.14,6.92,85.8,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,Yes,,0,
LP,T4,,,C7,690,Quartz,,RockCrystal,BlankFrag,,,Proximal,0%,,,Plain,No,No,,Lenticular,,,2,,2.55,9.34,0,0,0,0,9.43,2.8,5.7,0.6,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T4,,,C8,289,Chert,,,Blank,,,,0%,,,Plain,No,No,Convergent,Triangular,Feather,Straight,3,Unidirectional,2.23,9.74,8.57,9.68,3.46,29.98,2.27,8.62,83.2,0.7,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,Yes,,0,TVC?
LP,T4,,,C6,440,Chert,RM5,,BlankFrag,,,Distal,0%,,,,No,No,,Triangular,Feather,,2,,2.79,11.49,0,0,0,0,0,0,0,0.8,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,Yes,,0,
LP,T5,,,B6,678,Chert,,,BlankFrag,,,Other,0%,,,,No,No,,Triangular,,,2,,1.98,5.45,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T5,,,B6,673,Chert,,,Blank,,,,0%,,,Crushed,No,No,Parallel,Triangular,Hinge,Straight,2,Unidirectional,2.51,7.4,6.39,7.71,5.78,11.84,1.46,5.37,90.6,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T5,,,B6,873,Quartz,,Fine,BlankFrag,,,Distal,0%,,,,No,No,,Triangular,Feather,,2,,2.54,8.32,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,Yes,,0,
LP,T5,,,C5,514,Chert,,,BlankFrag,,,Distal,0%,,,,No,No,,Trapezoidal,Feather,,3,,2.16,7.74,0,0,0,0,0,0,0,0.7,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,Yes,,0,
LP,T5,,,A8,720,Chert,RM7,,Blank,,,,0%,,,Plain,No,No,Convergent,Triangular,Pointed,Straight,3,Unidirectional,1.92,7.11,6.81,6.63,2.92,19.89,1.82,7.08,113,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
LP,T5,,,C6,1003,Chert,,,Blank,,,,0%,,,Crushed,No,No,Convergent,Triangular,Pointed,Curved,3,Unidirectional,2.69,9.5,4.26,7.89,3.05,34.73,0.95,5.15,0,1,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,Yes,,0,
LP,T5,,,C5,364,Quartz,RM7,Fine,Chip,,,,,,,,No,No,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,,,2,
